STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AJ1,GF1,MW1,KA1,EQD,CLEAN_TMP,CLEAN_DEW
2897099999,1916-01-20 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0072,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09660,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,1.1,
2897099999,1916-01-21 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09700,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,0.6,
2897099999,1916-01-21 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","09739,1",,"05,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-0.6,
2897099999,1916-01-21 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"230,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09778,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.3,
2897099999,1916-01-22 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"140,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09679,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",,,-2.2,
2897099999,1916-01-22 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","09676,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-0.6,
2897099999,1916-01-22 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","09667,1",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-1.1,
2897099999,1916-01-23 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09675,1",,"01,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-6.7,
2897099999,1916-01-23 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09706,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-2.2,
2897099999,1916-01-23 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09731,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-2.2,
2897099999,1916-01-24 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0100,1","+9999,9","09835,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-10.0,
2897099999,1916-01-24 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"090,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0089,1","+9999,9","09795,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-8.9,
2897099999,1916-01-25 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"110,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","09803,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-7.8,
2897099999,1916-01-25 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"140,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09804,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-6.7,
2897099999,1916-01-25 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"160,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09726,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",,,-5.6,
2897099999,1916-01-26 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"160,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","09627,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","70,1",,,-1.7,
2897099999,1916-01-26 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0051,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09619,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,0.6,
2897099999,1916-01-26 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09636,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-4.4,
2897099999,1916-01-27 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"290,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","09650,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.9,
2897099999,1916-01-27 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"320,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09724,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",,,-2.8,
2897099999,1916-01-27 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"290,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","09774,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-1.7,
2897099999,1916-01-28 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"320,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0083,1","+9999,9","09910,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-8.3,
2897099999,1916-01-28 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09948,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-6.7,
2897099999,1916-01-28 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09952,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.3,
2897099999,1916-01-29 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09962,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-2.8,
2897099999,1916-01-29 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","09982,1",,"05,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.9,
2897099999,1916-01-29 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0089,1","+9999,9","09999,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-8.9,
2897099999,1916-01-30 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0106,1","+9999,9","09995,1",,"01,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-10.6,
2897099999,1916-01-30 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09990,1",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-6.7,
2897099999,1916-01-30 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09991,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.3,
2897099999,1916-01-31 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","10072,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","70,1",,,-3.9,
2897099999,1916-01-31 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","10064,1",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-3.9,
2897099999,1916-01-31 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"250,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10020,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-1.1,
2897099999,1916-02-01 06:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10007,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-1.1,
2897099999,1916-02-01 13:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"270,1,N,0031,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","10044,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,,,0.6,
2897099999,1916-02-01 20:00:00,4,64.285472,27.692414,147.21,"KAJAANI, FI",FM-12,99999,V020,"230,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10014,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,-1.7,
